0	49,48032	20,65284
0	47,92759	20,89842
0	48,1569	20,83764
0	48,24326	20,78103
0	48,08485	20,80818
0	47,95594	20,88579
0	47,69675	20,97366
0	48,09255	20,81265
0	47,80423	20,95839
16	48,47529	20,68902
32	48,09427	20,80422
32	48,40424	20,67687
32	47,96049	20,85702
32	47,88743	20,88279
32	48,05602	20,81121
48	48,03463	20,82582
48	47,91626	20,87352
48	47,96485	20,85108
48	48,01764	20,83227
48	48,14464	20,77335
64	47,96558	20,85132
80	47,86441	20,89752
80	47,93102	20,86722
80	48,14515	20,7729
80	47,97593	20,8518
80	47,93362	20,86689
96	48,08469	20,8104
96	48,07608	20,80704
96	48,02496	20,82699
96	47,99606	20,83929
96	47,85624	20,90229
112	48,06261	20,808
112	47,89888	20,88
112	48,09675	20,79459
112	47,96786	20,85243
128	48,0306	20,82909
128	48,05181	20,81346
128	47,90112	20,87994
128	48,08799	20,80125
128	47,94813	20,85957
128	47,98105	20,8503
144	47,98787	20,84523
144	48,03001	20,83128
144	48,07795	20,8041
144	47,95345	20,85696
144	48,06242	20,80836
144	47,90348	20,87817
160	48,0157	20,8335
160	47,98359	20,84685
160	48,07494	20,80278
160	47,8493	20,9043
160	48,00814	20,84001
176	48,01669	20,82993
192	48,14032	20,78376
192	47,92311	20,87268
192	48,00188	20,83623
192	47,99975	20,83797
208	47,97853	20,84508
224	47,95876	20,85408
224	48,03076	20,82144
224	48,05266	20,81379
224	47,9679	20,8515
224	48,01125	20,83356
240	47,99397	20,83812
240	47,89201	20,8848
240	48,04961	20,81574
240	48,0969	20,79726
240	47,93842	20,87028
256	47,95428	20,85534
272	48,13308	20,78865
272	47,91771	20,871
272	47,89918	20,87925
272	48,02745	20,82762
272	48,11774	20,78742
288	47,9548	20,85687
288	47,9514	20,86305
288	48,03684	20,82078
288	47,99548	20,83983
288	48,06956	20,80713
304	47,97957	20,84814
320	47,94997	20,85981
320	47,91343	20,87592
320	48,13184	20,77974
320	47,98749	20,84403
336	47,92036	20,87133
352	47,96276	20,85876
352	48,0797	20,80245
352	48,01392	20,82984
352	47,97308	20,85435
352	47,97281	20,84664
368	48,07412	20,80281
368	48,03436	20,83416
368	48,01907	20,82945
368	47,90973	20,87442
368	47,95206	20,85573
384	47,95035	20,86386
400	48,01576	20,83113
400	48,02042	20,83449
400	48,0089	20,83548
400	48,1108	20,78952
400	47,87013	20,89191
416	48,1296	20,7816
416	47,94893	20,85801
416	47,98351	20,8437
416	47,97615	20,84736
416	48,02726	20,82801
432	47,98864	20,84556
432	47,98542	20,84214
432	48,05106	20,82624
432	48,00556	20,83584
432	47,91877	20,86965
448	48,04927	20,81772
448	47,95477	20,85486
448	47,96922	20,85072
448	48,05776	20,81298
448	48,00531	20,83683
464	47,91891	20,87238
464	48,02782	20,82573
464	48,02526	20,82603
464	48,09262	20,79618
464	47,87938	20,88981
480	48,00345	20,83695
480	48,07229	20,80803
480	48,10462	20,79546
480	47,90057	20,8833
480	47,99701	20,84391
496	47,959	20,85708
496	47,90916	20,87958
496	48,14431	20,7777
496	47,99849	20,83872
496	48,02589	20,83185
512	47,95893	20,8569
512	47,98159	20,84472
512	48,04331	20,82009
512	48,02146	20,83323
512	47,9519	20,85486
528	48,06061	20,81643
528	47,94062	20,8605
528	47,96363	20,85342
528	48,05405	20,81469
528	47,94173	20,8623
544	48,16821	20,78658
544	47,98685	20,84328
544	47,96546	20,85045
544	48,02891	20,82564
544	48,03931	20,83227
560	47,90759	20,87946
560	47,93365	20,8644
560	48,00686	20,84031
560	47,99655	20,8377
560	48,05298	20,81805
576	48,01299	20,8308
592	47,97108	20,85096
592	47,95255	20,86137
592	48,01819	20,82711
592	47,93935	20,86215
608	48,03683	20,82408
624	48,06049	20,81616
624	47,93133	20,87346
624	48,14462	20,77491
624	48,02422	20,83482
640	48,09901	20,79513
640	47,71753	20,96205
640	48,17672	20,76426
640	48,0397	20,81982
640	47,97623	20,84901
656	48,0371	20,8236
656	47,9194	20,87352
656	48,00855	20,844
656	48,03021	20,82333
656	48,08874	20,80668
672	47,96889	20,85369
672	47,90411	20,88264
672	47,97164	20,84961
672	48,15154	20,77017
672	48,04927	20,81592
688	47,97313	20,85618
704	47,93505	20,86512
704	48,12553	20,78367
704	47,65838	20,99007
704	46,21172	24,26973
720	45,67869	25,25649
720	57,53765	19,43034
720	41,53145	29,50704
736	36,91973	50,9497
752	48,01415	20,83677
752	48,01777	20,82792
752	47,98783	20,84238
752	48,01809	20,82693
752	47,94657	20,86011
768	48,05637	20,82534
768	48,13298	20,77983
768	47,91799	20,8734
768	47,98079	20,84556
768	47,94353	20,85981
784	48,09716	20,79798
800	47,99557	20,83845
800	47,99348	20,84382
800	47,79792	20,92806
800	48,22243	20,74206
800	48,17386	20,83476
816	47,87667	20,89077
816	48,08433	20,8038
816	47,95911	20,85312
816	47,99244	20,83881
816	47,90653	20,8782
832	48,01097	20,83314
832	48,16033	20,79096
832	47,94148	20,86833
832	47,88908	20,88768
832	48,14927	20,7768
848	47,04041	21,35076
848	49,52342	20,36268
848	48,06991	20,81496
848	49,07064	20,8323
864	47,96141	20,85393
864	48,80338	20,8104
864	48,02443	20,83392
864	47,87671	20,89539
880	48,4342	20,8011
896	47,93376	20,86809
896	49,01838	20,81355
896	48,00931	20,8368
896	46,87719	21,48051
912	49,83752	20,20758
912	47,88972	20,88312
912	48,91779	20,79225
912	47,99358	20,85165
912	48,60302	20,84808
928	47,90873	20,89317
928	48,17666	20,77239
928	48,68946	20,82558
928	47,9857	20,84565
928	48,75647	20,86104
944	48,12989	20,81307
944	47,41945	21,34041
944	49,45087	20,31117
944	47,87754	20,89491
944	49,02963	20,77701
960	47,94986	20,8689
960	48,81917	20,84064
960	48,0607	20,82144
960	47,9688	20,85435
960	48,50068	20,82243
976	48,05453	20,82531
976	49,02514	20,88138
976	47,88482	20,89515
976	48,60179	21,1074
976	48,87281	20,49189
992	47,94221	20,87001
992	48,58553	20,80413
992	48,00083	20,83635
992	46,05444	22,09278
992	51,34303	19,60698
992	46,67368	21,66432
1008	50,38424	19,97499
1008	47,99134	20,84937
1008	48,96016	20,83833
1008	47,96764	20,8632
1008	48,91449	20,85507
1008	48,17311	20,76498
1008	47,92285	20,88102
1008	49,7747	20,80425
1008	47,95227	20,88192
1008	49,00469	20,82858
1008	47,93719	20,87016
1008	46,73294	21,75231
